Zło nieszkódnym ùdostôwało sã przez swiãty <extra_id_0> ògniszcze.	<extra_id_0> wid, czë swiãtojańsczé <extra_id_1>
Dil abò kòper (Anethum graveolens L.) – <extra_id_0> z rodzëznë zelerowatëch.	<extra_id_0> to je roscëna <extra_id_1>
W Pòlsce je baro mało lãgòwëch ptôchów (600-700 pôr), nowszé szacënczi pòdają <extra_id_0> mòżlëwòtą zwikszaniô Michał Radziszewski: Ptaki Polski.	<extra_id_0> 1-1,5 tës. z <extra_id_1>
W <extra_id_0> doszło do eskalacjë problemù z Krziżôkama.	<extra_id_0> 1339 r. Zôs <extra_id_1>
Kòle dzëwiąti z rëna naszégò <extra_id_0> Trzecą gòdzënã – Trite Hora.	<extra_id_0> czasu òdmôwiô sã <extra_id_1>
Instituto Federal da Bahia (Ùniwersytet Federal da Bahia) je wôżnym môlã <extra_id_0> òd 1909 rokù.	<extra_id_0> dlô rozwiju nôùczi <extra_id_1>
Na ùkrainie <extra_id_0> 13 gòdnika.	<extra_id_0> dzéń ten przepôdô <extra_id_1>
Wilno <extra_id_0> je miastem wiele nôrodów.	<extra_id_0> òd tegò czasu <extra_id_1>
W ni jakòs <extra_id_0> je zemia Kaszuby (	<extra_id_0> wnetka zabôczele, że <extra_id_1>
Bëła <extra_id_0> i kùlturów.	<extra_id_0> tu mòzajika religii <extra_id_1>
Wôżczi <extra_id_0> wszëtczich òwadów.	<extra_id_0> lôtają nôlepi z <extra_id_1>
Delikatno zdejmùjemë <extra_id_0> tak, żebë sã nie rozwinãło.	<extra_id_0> kółeczkò z jigłë <extra_id_1>
Òb czas Latnëch Òlimpijsczich Jigrzësków w Berlënie w 1936 <extra_id_0> Adolfa Hitlera, przeprowadzono pierszi i jediny rôz miónczi rãczny balë na òdemkłim stadionie.	<extra_id_0> rokù, na żëczba <extra_id_1>
Dosc wiele <extra_id_0> jin. w kaszëbsczich stronach òb lato.	<extra_id_0> peperlëszków rosce m. <extra_id_1>
Kòmpùtrë òsobisti dzelimë na stacjonarné i <extra_id_0> do przenôszaniô np.	<extra_id_0> przenosné nadôwający sã <extra_id_1>
W <extra_id_0> czëc rëk jelénia.	<extra_id_0> tim czasu mòże <extra_id_1>
Wrogama jéża <extra_id_0> ptôchë jachtôrze.	<extra_id_0> są lësë, jôscë, <extra_id_1>
Bëła córką bògatégò <extra_id_0> Heliopòlis.	<extra_id_0> pògóna Dioskùra z <extra_id_1>
Béł pionierã dzałaniów w dzedzënie diagnozowaniô wëchòwawczégò <extra_id_0> dzejanich na rzecz praw dzecka – człowieka.	<extra_id_0> i prekùrsorã w <extra_id_1>
Na <extra_id_0> Czijew stôł sã stolëcą Czijewsczi Rusje, w 1169 rôwnak pòzbéł na pòliticzny wôżnoce.	<extra_id_0> kùńc IX stalatégò <extra_id_1>
Do nôbarżi tipòwëch słëchô lëscëna: skrãtoległô, <extra_id_0> òkrãżnô.	<extra_id_0> nakrziżległô, naprocëmległô i <extra_id_1>
Wprowôdzanié w żëcé Jegò nôùczi, a òsoblëwie tëch słowów, chtërné czerowôł do <extra_id_0> do rozwiju kaszëbiznë.	<extra_id_0> Kaszëbów je pòtrzébné <extra_id_1>
Zelony mech <extra_id_0> to je ôrt mechù.	<extra_id_0> (Leucobryum glaucum) - <extra_id_1>
W latach 1233 - 1239 òn <extra_id_0> pògónów.	<extra_id_0> béł pòjmańczikiem prësczich <extra_id_1>
Trzeba równak zmerkac, że tak pò prôwdze jistnieje wiele wariantów „Kaszëbsczich nótów”, jaczé apartnią sã <extra_id_0> spiéwô sã je na nã samą melodiã.	<extra_id_0> kąsk tekstã, chòc <extra_id_1>
Balika – to je <extra_id_0> praniô piérzë.	<extra_id_0> drzewiany statk do <extra_id_1>
Kùrk – to je dzél w strzélni <extra_id_0> na patronë.	<extra_id_0> barni kòl kòmòrë <extra_id_1>
Zamieszkùją Jiberijsczi Półòstrów, pôłnié <extra_id_0> Mnijszą, BWschód ë nordową Afrikã.	<extra_id_0> Półòstrowù Bałkańsczégò, Azjã <extra_id_1>
Aùstralëjô je zameszkana przez Abòrigenów, starożetnech <extra_id_0> kól 60.000 lat pre kolonizacëjo niderlandzkô i britijskô.	<extra_id_0> aùstralëjsczich lëdzë, od <extra_id_1>
Tam w kòscele <extra_id_0> mùzyczi.	<extra_id_0> czasem mòże pòsłëchac <extra_id_1>
Przińdny „bùdzëcél” <extra_id_0> zycher „przebùdzony”.	<extra_id_0> béł ju tedë <extra_id_1>
Trzy lata z <extra_id_0> ùwiãzenié Wyszyńsczégò przez władze PRL.	<extra_id_0> tysiąca, òpówiadający ò <extra_id_1>
Kòrejańskô wersëjô szachów mô miono <extra_id_0> pòdspòdlim je stôrô wersëjô chińsczéch szachów.	<extra_id_0> janggi ë ji <extra_id_1>
Òna mòże <extra_id_0> dwie abò trzë kòszlówczi.	<extra_id_0> miec czieszinkã i <extra_id_1>
Nitczi są: czerwòné, żôłté, zeloné, jasnomòdré, <extra_id_0> czôrné.	<extra_id_0> mòdré, cemnomòdré ë <extra_id_1>
Ni gęsë tłësti, le <extra_id_0> ti kąsk miłotë!	<extra_id_0> serce czësté i <extra_id_1>
To je jegò nôwikszi dokôz, chtëren zagwësnił mù pòczestny <extra_id_0> całi kaszëbsczi pismieniznë.	<extra_id_0> môl w dzejach <extra_id_1>
Dzysôdnia pòmerénczi <extra_id_0> do rekreacji a òbczas pòkôzków dlô letników.	<extra_id_0> ùżiwóné są leno <extra_id_1>
Ògrôdzô <extra_id_0> i Maniewidem.	<extra_id_0> dzecë przed czarownicama <extra_id_1>
W VIII wiekù zaczął sã nôbiég wikingów, jaczi w <extra_id_0> òstôł òdparti przez armiã króla Briana Zuchternégò.	<extra_id_0> 1014 w kùńcu <extra_id_1>
Wòdë kòżdégò rokù je ò <extra_id_0> każdégò dnia wpłëwô do niegò kòl 4 mln ton słodczi wòdë.	<extra_id_0> métr mnié, chòc <extra_id_1>
'Miodnô <extra_id_0> L., syn.	<extra_id_0> pszczoła' (Apis mellifica <extra_id_1>
Jich zaczątk naczôł nowi <extra_id_0> Kòreji, jaczi wiele dôł dlô rozwiju kòrejańsczi ë japòńsczi kùlturë.	<extra_id_0> cząd Trzech Królestw <extra_id_1>
Kòrejańsczi jãzëk òstôł zakôzany w òficjalnëch dokùmentach a Kòrejanie zmùszani <extra_id_0> mionów na japòńsczi ôrt.	<extra_id_0> do adoptowania swòjich <extra_id_1>
Dzys snôżosc twòjã w <extra_id_0> i òpisëjã, bò teskniã pò tobie”.	<extra_id_0> całi zdobie Widzã <extra_id_1>
Biskùp <extra_id_0> zabôcził ò swòjim kaszëbsczim pòchòdzënkù.	<extra_id_0> Dominik nigdë nie <extra_id_1>
Na zymkù pòjôwiô <extra_id_0> w strëmiannikù.	<extra_id_0> sã czãsto ju <extra_id_1>
Tu je <extra_id_0> Brzezyńsczich np.	<extra_id_0> rodné gniôzdo rodzëznów <extra_id_1>
Domôcô òwca (Ovis aries) <extra_id_0> susk z rodzëznë wòłowatëch (Bovidae).	<extra_id_0> - to je <extra_id_1>
Je to 875 rok naszi erë (pò narodzenim Christusa), 875. rok pierszégò tësąclecégò, 75. rok IX stalatégò, 5. rok <extra_id_0> stalatégò.	<extra_id_0> 8-égò dzesãcolecô IX <extra_id_1>
Niżi lësta <extra_id_0> gardów.	<extra_id_0> nôwikszëch z pòlsczich <extra_id_1>
Na séc òbjimô kòmpùtrë <extra_id_0> dze òne są blëskò se (stądka znankòwnik môlowô).	<extra_id_0> w òsoblëwim môlu, <extra_id_1>
W latach <extra_id_0> i je nim òd 2010 w gminie Żukòwò.	<extra_id_0> 1978-1990 béł radnym <extra_id_1>
Na dôlny starnie skrzidła wildżi biôłi <extra_id_0> starnie przeznórtny pôsk.	<extra_id_0> plachc, na wiérzchny <extra_id_1>
Antón Kónkel <extra_id_0> ùr.	<extra_id_0> (Antoni Konkel) - <extra_id_1>
Tej wrócył do Pariża, dze czerowôł katédrą słowiańsczé <extra_id_0> de France.	<extra_id_0> lëteraturë w Collège <extra_id_1>
Swiãti <extra_id_0> na całim swiece.	<extra_id_0> Antón je tczony <extra_id_1>
Zlepieńcowé <extra_id_0> jez.	<extra_id_0> grotë kòl <extra_id_1>
Z czasã jigra stawała sã corôz barżi pòpùlarnô ( òsoblëwie <extra_id_0> pòstanowiono hańdlowac sprzãtã do jigrë (chiżnié ùżiwano rzeczë codniowégò ùżitkù).	<extra_id_0> wëstrzód bògatëch ), <extra_id_1>
Mòdrô <extra_id_0> syn.	<extra_id_0> sykórka (Cyanistes caeruleus <extra_id_1>
Czej fùndacëjô ju nie chca dali robic nad Mozillą, tej <extra_id_0> jaczé przejąlë dalszi rozwij paczéta programów.	<extra_id_0> nalézle sã dobrowòlnicë <extra_id_1>
Apòkrifë të są wëdbą leno żëdowscziégò òkòlégò, le nie <extra_id_0> wiele z nich pòwstało w òkòlim diaspòrë babilońsczié, antiocheńsczié czë aleksandrëjsczié.	<extra_id_0> blós palestinsczégò – <extra_id_1>
To <extra_id_0> gwiôzda".	<extra_id_0> je "renô <extra_id_1>
Jakùba cygnącym <extra_id_0> de Compòstela.	<extra_id_0> sã do Santiago <extra_id_1>
Swãgòr <extra_id_0> na skórze.	<extra_id_0> (comedo) – zjinaka <extra_id_1>
Wëcyganié nôbarżi aktiwnëch Kaszëbów, òpòwiôdającëch sã <extra_id_0> tak wiôldżé, że na przëmiôr spòlëznnowò-kùlturowe żëce kaszëbsczé w Bëtowie, tak żëwé przed I swiatową wòjną, pò prôwdze zamarło.	<extra_id_0> za Pòlską, bëło <extra_id_1>
Lëdze dwamòwné <extra_id_0> ùczbë za sobą.	<extra_id_0> mają wiele lat <extra_id_1>
Pismiono <extra_id_0> sprôw).	<extra_id_0> dlô kaszëbsczich <extra_id_1>
Òna <extra_id_0> słëchac i tedë wsadził ją do wieżë.	<extra_id_0> nie chcã gò <extra_id_1>
Ji wësziwk <extra_id_0> Wiôldżi Britanie.	<extra_id_0> trafił np. do <extra_id_1>
Z puńktu widzeniô <extra_id_0> apòkrifama zwano pisma, chtërné nie òstałë przëjãté do kanonu swiãtëch pism, abò bëti jakbë w pewny procëmnoce do kanonu.	<extra_id_0> żëdzëznë i chrzescëjaństwa <extra_id_1>
Tak je dlôtë, <extra_id_0> je wësuszëc.	<extra_id_0> bò òn mùszé <extra_id_1>
W rãkach tich Miemców <extra_id_0> zemi.	<extra_id_0> bëło dzél gbùrsczi <extra_id_1>
I co je czekawé, farwë, jaczima òbstrojiwelë kòfrë <extra_id_0> gwôscëcélów bòkadnotë, òd jegò spòlëznowégò stónu.	<extra_id_0> zanôlégałë òd dostónkù, <extra_id_1>
Z roslen je eukaliptus <extra_id_0> drzewo.	<extra_id_0> i tea-tree: herbaciane <extra_id_1>
Do <extra_id_0> 69 dniów.	<extra_id_0> kùńca roku je <extra_id_1>
W 2017 rokù bëła dodôwnô <extra_id_0> etnofilologiã.	<extra_id_0> rekrutacja na kaszëbską <extra_id_1>
Mùcnica (Mergus serrator) - <extra_id_0> abò wiôldżi ptôch wòdny z rodzëznë kaczkòwatëch (Anatidae).	<extra_id_0> to je strzédny <extra_id_1>
W <extra_id_0> w Gduńskù gard zrobił mùzeum Jóna w 1910 rokù.	<extra_id_0> jegò dodómie Uphagenów <extra_id_1>
Mô baro długą brzegòwą liniã wedle Bôłtëcczégò Mòrza z <extra_id_0> tës.	<extra_id_0> wiãcy jak 2 <extra_id_1>
Marzónka (Galium L.) <extra_id_0> szlach roscënów z rodzëznë prząszczkòwatëch (Rubiaceae).	<extra_id_0> - to je <extra_id_1>
Aktiwny <extra_id_0> jin.	<extra_id_0> tam béł m. <extra_id_1>
Do kùńca <extra_id_0> dniów.	<extra_id_0> roku je 45 <extra_id_1>
Pòmòrskô brzegòwô <extra_id_0> nierozwitô.	<extra_id_0> liniô je naprocëm <extra_id_1>
Ji <extra_id_0> pòłączenié turisticznëch ùsłëżnotów z gbùrstwã.	<extra_id_0> pierszą znanką je <extra_id_1>
Do <extra_id_0> 76 dniów.	<extra_id_0> kùńca roku je <extra_id_1>
Tu je katédra, <extra_id_0> w 1248 rokù.	<extra_id_0> chtërną zaczãlë bùdowac <extra_id_1>
Żniwny <extra_id_0> wiezeniô np.	<extra_id_0> wóz béł do <extra_id_1>
Weterinarnô medicyna je ùczbą jakô òbjimô całosc wiédzë ò zdrowim ë <extra_id_0> lékarzenim ë zascyganiém.	<extra_id_0> chòroscach zwierzów, jich <extra_id_1>
Je to 1706 rok naszi erë (pò narodzenim <extra_id_0> drëdżégò tësąclecô, 6. rok XVIII stolatégò, 6. rok 1-égò dzesãcolecô XVIII stolatégò.	<extra_id_0> Christusa), 706. rok <extra_id_1>
Kanón <extra_id_0> zbiérnik ksąg ùznônëch za zôwzãté i przez to za normã wiarë.	<extra_id_0> Swiãtégò Pisma òznôczô <extra_id_1>
Je to 1738 rok naszi erë (pò narodzenim Christusa), 738. <extra_id_0> 38. rok XVIII stolatégò, 8. rok 4-égò dzesãcolecô XVIII stolatégò.	<extra_id_0> rok drëdżégò tësąclecô, <extra_id_1>
Do <extra_id_0> Streptococcus pyogenes abò Streptococcus agalactiae.	<extra_id_0> chòroscë doprowôdzy bakteria <extra_id_1>
Wczasni bëła dzélã kònfederatiwnégò Państwòwégò Związkù Serbie i Czôrnogórë <extra_id_0> Srbija i Crna Gora).	<extra_id_0> (serb. Državna Zajednica <extra_id_1>
Wëdôwizna "Bernardinum" <extra_id_0> wszelejaczé materiałë (ksążczi, katalodżi wëstawów ë jinszé).	<extra_id_0> wëdôwô pò pòlskù <extra_id_1>
Bliza w Czołpinie pòwsta w 1874 rokù <extra_id_0> Kummera.	<extra_id_0> wedle spódlé E. <extra_id_1>
W <extra_id_0> wëswiãcony na ksãdza.	<extra_id_0> 1948 rokù òstôł <extra_id_1>
Krzoska <extra_id_0> to je wielelatnô roscëna z rodzëznë granôtkòwatëch.	<extra_id_0> (Dianthus carthusianorum) – <extra_id_1>
Mòże òn <extra_id_0> grzëmòtów Perun?	<extra_id_0> béł jak rządzëcel <extra_id_1>
Òba <extra_id_0> dbã, żebë znowa sparłãczëc Kòrejã w jedno państwò.	<extra_id_0> te krôje mają <extra_id_1>
Feliks Marszałkowski: Elementë <extra_id_0> Jana Karnowsczigo.	<extra_id_0> religijne w pismach <extra_id_1>
Jak sã dobiérô kryterium czasu, mòże wëapartnic sezonową i cygłą <extra_id_0> dëtkòwą, pòliticzną, religiową migracjã itd.	<extra_id_0> migracjã; kryterium przëczënë: <extra_id_1>
Wëzwëskiwóné <extra_id_0> bùdowiznie i ogrodzëznie.	<extra_id_0> są òsoblëwie w <extra_id_1>
Môłi dzëdzół <extra_id_0> to je ôrt strzédnégò ptôcha z rodzëznë dzëdzołowatich (Picidae).	<extra_id_0> (Dendrocopos minor) — <extra_id_1>
Czedë dobiwô sã pùńktë, chtos z broniącëch mùszi rzëcëc balã z bramkòwi zonë do <extra_id_0> kòle.	<extra_id_0> drëcha w strzodkòwim <extra_id_1>
Zósnica – to <extra_id_0> zósu.	<extra_id_0> je statk do <extra_id_1>
Jegò starszi gôdelë do niégò <extra_id_0> wszëtcë kòl nie doma tak gôdelë.	<extra_id_0> pò kaszëbskù i <extra_id_1>
Òbiektë <extra_id_0> w latach 2005-2008.	<extra_id_0> òstałë archeologiczno zbadérowóné <extra_id_1>
W juniorkach je <extra_id_0> le w seniorkach grëpa skłôdô sã z 5 miónkôrków.	<extra_id_0> to 6 miónkarków, <extra_id_1>
Zamikają w se bòkadné historiczné, lëteracczé, <extra_id_0> pòliticzné materiałë, ë są dogłãbno sztudérowóné bez pòkòlenia badérów kaszëbiznë.	<extra_id_0> etnograficzné, a nawetka <extra_id_1>
Wedle kòscoła <extra_id_0> i nôkrotszi Ewanielii.	<extra_id_0> katolecczégò autor nôstarszi <extra_id_1>
Òd negò czasu we filmòwi technice <extra_id_0> pòkrok.	<extra_id_0> miôł plac zacht <extra_id_1>
To <extra_id_0> bóżk.	<extra_id_0> wierã béł wôżny <extra_id_1>
Zniszczono tak wiele dokôzów <extra_id_0> jak Boucher, Fragonard, Redoute, Pillement, Watteau.	<extra_id_0> ternych malôrzów taczich <extra_id_1>
Dôwni czãsto plotło <extra_id_0> co òznôczô, że zwiniãti w spiralã nieszczépióny kòrzéń przeplôtało sã szczépiónym kòrzeniã.	<extra_id_0> sã krãżną techniką, <extra_id_1>
XVI), czedes <extra_id_0> (ur. 1927 rokù w Marktl am Inn).	<extra_id_0> Josef Alois Ratzinger <extra_id_1>
Ósoblëwie pòréncznô i <extra_id_0> baro rozpòwszechnioné i òdbiwają są w wielu kòscołach co dzéń.	<extra_id_0> wieczornô mòdlëtwa są <extra_id_1>
W regionie òdwôżëwają mòrenné <extra_id_0> tu wiele jezorów a krôjòbrôz je grzëpòwati.	<extra_id_0> formacëje, wic je <extra_id_1>
Na òglowé òbtaksowanié skłôdają sã pónktë w trzech dzélach, w chtërnëch dôwô <extra_id_0> technikã, artisticzną wôrtnotã i wëkònanié.	<extra_id_0> sã bôczënk na: <extra_id_1>
Pòdzél ti <extra_id_0> jinszi.	<extra_id_0> gromadë biwô czasã <extra_id_1>
Diamańt <extra_id_0> baro rzôdczi minerôł z karna samòrodnëch pierwiôstków.	<extra_id_0> – szlachetny kam, <extra_id_1>
Szëmich dzejô <extra_id_0> lasach.	<extra_id_0> le dëcht w <extra_id_1>
Jich klôsztor béł <extra_id_0> Lëzbònë.	<extra_id_0> na òbremienim miasta <extra_id_1>
Òne rôd żëłë w dodomach za <extra_id_0> kòminkã, pòd pòdłogą czë w mëszi dzurze.	<extra_id_0> piéckã abò pòd <extra_id_1>
Je to pierwszi tak dokładny szacënk paramétrów neùtronowi <extra_id_0> tim przëczëtac w nr.	<extra_id_0> gwiôzdë Mòżna ò <extra_id_1>
Wiôlgòlëstny lëpin (Lupinus polyphyllus <extra_id_0> je roscёna z rodzëznë bòbòwatëch.	<extra_id_0> L.) – to <extra_id_1>
Òna mô wkół <extra_id_0> do jachtowaniô òb noc barżi je ji pòtrzébny słëch.	<extra_id_0> òczu pióra, ale <extra_id_1>
Òn <extra_id_0> jin.	<extra_id_0> napisôł m. <extra_id_1>
Pùńktë rechòwóné są w zależnoscë òd môla, z <extra_id_0> strzélnąc.	<extra_id_0> chtërnégò grający próbòwôł <extra_id_1>
Biją <extra_id_0> dôl.	<extra_id_0> w swiata <extra_id_1>
Òwczô ropùcha (Linognathus ovillus) <extra_id_0> ôrt òwada z rodzëznë Linognathidae.	<extra_id_0> - to je <extra_id_1>
Peter von Glasenapp napisôł w Mòdri Ksãdze Pòlanowa słowa taczi trescë: Pòlanowsczi <extra_id_0> dôwnëch czasach na górze pòd Pòlanowã przë môlu mãczarni (sądu).	<extra_id_0> kòscół stôł w <extra_id_1>
Je to 1744 rok <extra_id_0> narodzenim Christusa), 744. rok drëdżégò tësąclecô, 44. rok XVIII stolatégò, 4. rok 5-égò dzesãcolecô XVIII stolatégò.	<extra_id_0> naszi erë (pò <extra_id_1>
Jak kôże stôri zwëk w <extra_id_0> Kaszëbi niosą wiétewczi wierzbë do kòscoła, a ksądz je swiãcy.	<extra_id_0> Palmòwą Niedzelã katolëcczi <extra_id_1>
Katolëcczi Kòscół Armeńsczégò Òbrządkù <extra_id_0> Hay Kat’oġikē Ekeġec’i) - to je jedna z chrzescëjańsczich wiarów.	<extra_id_0> (Հայ Կաթողիկէ Եկեղեցի, <extra_id_1>
Sëwô mietelnica (Corynephorus canescens L.) - <extra_id_0> z rodzëznë Poaceae.	<extra_id_0> to je roscëna <extra_id_1>
Strzënówka <extra_id_0> platyrhynchos L.) - to je wiôldżi, wòdny ptôch z rodzëznë kaczkòwatëch (Anatidae).	<extra_id_0> abò zôlójka (Anas <extra_id_1>
Niemieckô, Niemcë abò <extra_id_0> Niemiec (	<extra_id_0> Miemcë; Federalnô Repùblika <extra_id_1>
Miôł <extra_id_0> (ùr. 1911 r.) Lucyna (ùr. 1912 r.) i Maria (ùr. 1920 r.).	<extra_id_0> trzë sostrë; Halina <extra_id_1>
Do <extra_id_0> 150 dniów.	<extra_id_0> kùńca roku je <extra_id_1>
Biôłi bòcón (Ciconia ciconia) – to je wiôldżi <extra_id_0> bòcónowatëch (Ciconiidae).	<extra_id_0> ptôch z rodzëznë <extra_id_1>
W 1293 r. w Kaliszu Przemisł II <extra_id_0> Łoczetk i jegò brat Kadzmiérz zawarlë razã z arcybiskùpã gnieznieńsczim Jakùbã Swinką tajny układ procem Wacławòwi II.	<extra_id_0> (kaca wiôlgòpòlsczi), Władisłôw <extra_id_1>
Bliza <extra_id_0> stôrych czasach.	<extra_id_0> jistniała ju w <extra_id_1>
Mandril <extra_id_0> – to je môłpa z rodzëznë makakòwatëch.	<extra_id_0> (Mandrillus sphinx L.) <extra_id_1>
Mòżna ją spòtkac <extra_id_0> całi Europé i Azji, na nordzë Afryczi i Amerika.	<extra_id_0> na rozmajitéch môlach <extra_id_1>
Te słowiczi <extra_id_0> -	<extra_id_0> przëlôtiwają w łżekwiôce <extra_id_1>
Hewò <extra_id_0> Pańskô.	<extra_id_0> jô jem Służebnô <extra_id_1>
Brëkòwelë <extra_id_0> np.	<extra_id_0> gò <extra_id_1>
Na <extra_id_0> kòntinentalny klimat (z chłodną zëmą i gòrącym, mòkrim latã).	<extra_id_0> nordze Serbii wastëje <extra_id_1>
Wëstąpił z nią na Mésterstwach <extra_id_0> i 2016.	<extra_id_0> Eùropy w 2012 <extra_id_1>
Azëjo pòdnôszë sã w wëstrzédnym dzélu ë pòstãpno <extra_id_0> wszëtczich czerënkach.	<extra_id_0> òbniżô sã we <extra_id_1>
Pãkôcze (Melandrium album (Mill.) Garcke) – to są jednoroczné, a <extra_id_0> z rodzëznë granôtkòwatëch.	<extra_id_0> czasem wielelatné roscënë <extra_id_1>
Òn mòże wôżëc 0,7–1,8 kg, <extra_id_0> zwiksza roscënama.	<extra_id_0> a żëwi sã <extra_id_1>
Je to 1778 rok naszi erë (pò narodzenim Christusa), <extra_id_0> tësąclecô, 78. rok XVIII stolatégò, 8. rok 8-égò dzesãcolecô XVIII stolatégò.	<extra_id_0> 778. rok drëdżégò <extra_id_1>
Pòwstało w 1975 <extra_id_0> Steve’a Harrisa, basowégò gitarzëstë.	<extra_id_0> rokù z jinicjatiwë <extra_id_1>
Tu ùrodzył <extra_id_0> von Krockow.	<extra_id_0> sã Christian Graf <extra_id_1>
Smiecë z niegò są zbiéróné i <extra_id_0> PE jak na òdjimkù niżi.	<extra_id_0> mògą miec céch <extra_id_1>
Ceglarniô <extra_id_0> produktiwny ùstôw, w chtërnym z glënë są robioné cegłë na bùdowniã, a czasã téż jiné wërobinë.	<extra_id_0> - to je <extra_id_1>
Na <extra_id_0> Kaszëbi”.	<extra_id_0> wiedno <extra_id_1>
Kòrzëstny są w lekarzeniô anemië, <extra_id_0> pòtrzébné do twòrzeniô krwinek czerwionëch, m.in. żelazo i miedz.	<extra_id_0> mają bòwiém mikroelementë <extra_id_1>
Tipòwym roscëznowym zbiérkã sparłãczonym z fùchtnym spódkã są <extra_id_0> gruńtowëma wòdama.	<extra_id_0> nisczé torfòwiszcza, pòdskôcóné <extra_id_1>
Bùten je cepło i mają <extra_id_0> ptôchë przëlecałé z dôleczich cepłich krajów.	<extra_id_0> ù nas pisklãta <extra_id_1>
Bajki kaszubskie <extra_id_0> oprac. i adapt.	<extra_id_0> / wybór tekstów, <extra_id_1>
Słowacczé dialektë zacht <extra_id_0> sobą.	<extra_id_0> so jinaczą midze <extra_id_1>
Przewodnik <extra_id_0> zw.	<extra_id_0> po tak <extra_id_1>
Widok ze szlaku przez Świstówkę, Dolina Pięcu Stawów Pòlsczich <extra_id_0> Czuby.	<extra_id_0> z òkolic Swistowej <extra_id_1>
Manuałë czãsto mają pòzwë, <extra_id_0> pòzwama sekcjów przez nie òbsługiwónëch, np.	<extra_id_0> chtërné są colemało <extra_id_1>
W ji doróbkù nalézemë <extra_id_0> Symbol szczęścia.	<extra_id_0> Miód i mlékò, <extra_id_1>
Warszawa: <extra_id_0> 1997.	<extra_id_0> Wydawnictwo Naukowe PWN, <extra_id_1>
Wëcydniãtô <extra_id_0> miono przińdnégò chłopa.	<extra_id_0> reno kôrtka òznôczô <extra_id_1>
W ni <extra_id_0> òbzerac.	<extra_id_0> lëdze mògą je <extra_id_1>
Krzón abò chrzón (Armoracia P. Gaertn., B. Meyer & Scherb.) - <extra_id_0> roscënów z rodzëznë krziżowëch.	<extra_id_0> to je szlach <extra_id_1>
Dalszi <extra_id_0> złożenia dwóch abò czasã trzech z tëch lëter.	<extra_id_0> 27 jamo to <extra_id_1>
Diskùsëje, wëjazdë, pòtkania – <extra_id_0> fùnksnérowaniu Karna.	<extra_id_0> sã tipiczné w <extra_id_1>
MÒRÈNKA <extra_id_0> rok.	<extra_id_0> żeruje przez całi <extra_id_1>
Semiona i <extra_id_0> pajiczi i jinszi bezpôcorniczi.	<extra_id_0> dzéle roscënów, òwôdë, <extra_id_1>
Lesyństwò to <extra_id_0> w lasu i jiny gòspòdarzënk w nim.	<extra_id_0> je produkcjô drewna <extra_id_1>
Krwawô <extra_id_0> – to je ôrt z rodzëznë Poaceae.	<extra_id_0> palësznica (Digitaria sanguinalis) <extra_id_1>
Délëbóg <extra_id_0> jakò słowò przësãdzi: Dôlëbóg jo, jô gò tam widzył.	<extra_id_0> je téż ùżiwóné <extra_id_1>
Ta szabla bëła baro <extra_id_0> jazdé.	<extra_id_0> przëdatnô do kònny <extra_id_1>
Òcznica - to je bezrësznô rama òbsadzonô bënë <extra_id_0> òdemkłosce bùdinkù.	<extra_id_0> dwiérzowy abò òknowi <extra_id_1>
Warzëchwia <extra_id_0> z drewna.	<extra_id_0> – długô łëżka <extra_id_1>
Wãbórk mòże <extra_id_0> litrów.	<extra_id_0> òbrëmic kòl 15 <extra_id_1>
Główny <extra_id_0> krezu.	<extra_id_0> gard pielsczégò <extra_id_1>
Kaszórk - to je rãczno miechòwatô séc na pałągù i <extra_id_0> łowieniô rëbów w błotkach, a téż rowach.	<extra_id_0> dłudżim szachù do <extra_id_1>
Béł téż reżiserã westernu One-Eyed <extra_id_0> sóm zagrôł.	<extra_id_0> Jacks, w chtërnym <extra_id_1>
Pòzni òni oba zestalele <extra_id_0> i alkoholu.	<extra_id_0> tagże dwutklene wãgla <extra_id_1>
Nodżi <extra_id_0> bruny.	<extra_id_0> i dzób żôłtawobruny,òczë <extra_id_1>
Òb lato òn je <extra_id_0> żółto-biôłi.	<extra_id_0> bruno-żôłti, òb zëmã <extra_id_1>
Pòd <extra_id_0> Czeskô òsta zjednónô przez Przemyslidów.	<extra_id_0> kùńc IX stolatô <extra_id_1>
Cządnik <extra_id_0> wszëtczim do młodégò pòkòleniô pòmòrsczi jinteligencje.	<extra_id_0> béł adresowóny przede <extra_id_1>
Bronzowi medalista <extra_id_0> Òlimpijsczich Jigrów 2018, a téż Mésterstwów Swiata w Narcarsczich Lotach 2018.	<extra_id_0> w drëżënie Zëmòwëch <extra_id_1>
Z zawòdu technik - elektrik, z <extra_id_0> i znôwca kaszëbiznë.	<extra_id_0> pasji pisôrz kaszëbsczi <extra_id_1>
W klasyczny <extra_id_0> òpòwiôdôcz i wielowątkòwô fabla.	<extra_id_0> pòwiescë westãpiwô wszetkòwiedzący <extra_id_1>
Pôrsãta to <extra_id_0> 127 km.	<extra_id_0> je rzéka dłużawë <extra_id_1>
Żôłdzë (Coryza contagiosa equorum) są <extra_id_0> schòrzałé są zgrzebce.	<extra_id_0> chërą kòni, colemało <extra_id_1>
Ji <extra_id_0> Spadkòwiznë w Kanadze.	<extra_id_0> je Kaszëbsczi Park <extra_id_1>
