Terô <extra_id_0> wëchòwaniô.	<extra_id_0> je szkólną fizycznégò <extra_id_1>
Jinszé kaszëbsczé <extra_id_0> wrzeséń.	<extra_id_0> miona: sewan, wrzesnik, <extra_id_1>
Cecyliô ùrodzëła <extra_id_0> III stalatégò.	<extra_id_0> sã na zaczątkù <extra_id_1>
W Kòreji <extra_id_0> planszowëch grów.	<extra_id_0> je wiele widzałëch <extra_id_1>
Pòzwa z łacëznë Atropa wëwodzy sã òd miona jednej z <extra_id_0> przeznaczenia.	<extra_id_0> trzech grecczich bòdziń <extra_id_1>
Chònicczi <extra_id_0> (	<extra_id_0> kréz <extra_id_1>
Przódë <extra_id_0> pipka.	<extra_id_0> to bëła lejkòwatô <extra_id_1>
Katarzëna bëła równak <extra_id_0> ùdbôł sobie, żebë zdobëc Katarzënã prosbą i òbietnicama, razã z propòzycją żeńbë.	<extra_id_0> nieùdżãtô i Maksencjusz <extra_id_1>
Frederick Forsyth (ur. 25 zélnika 1938 w Ashford) – <extra_id_0> pòwiesców i thrillerów.	<extra_id_0> britijsczi pisôrz pòmianowëch <extra_id_1>
Gatënk nen pòdobny je <extra_id_0> òd chtërny je równak wikszi i mô wãższi, długszi ògón.	<extra_id_0> do kùkówczi zwëczjany <extra_id_1>
Mariô na kùńc żëcô zaczątkowała chorowac, tracic słuch i wzrok, i ùmarła w 1934 r. w sanatoriùm <extra_id_0> na złośliwe anemije i téż pòparminiennô chòrobë, chterna dobela przez côłkie żëcie baderowania radioaktiwnosczi.	<extra_id_0> Passy we Francëji <extra_id_1>
W Stôrim Testameńce są nazwane pò hebrajskù malah - <extra_id_0> "pòsélc".	<extra_id_0> co téż znaczi <extra_id_1>
Latowiszcze – to je wëpòczinkòwi môl, <extra_id_0> turistno.	<extra_id_0> chtëren je atrakcjowi <extra_id_1>
Jegò <extra_id_0> do wãdzeniô.	<extra_id_0> drewno je ùżiwónë <extra_id_1>
Szpanijczicë w 2014 rokù <extra_id_0> swiata w kòpóną balã.	<extra_id_0> są wcyg méstrowie <extra_id_1>
Wies je nad jezorã Przëwidzczim <extra_id_0> wòjewódzczi dardżi 25px.	<extra_id_0> ë na szlachù <extra_id_1>
Klasicznô pòwiesc je pisanô <extra_id_0> wiele je dwugôdków, òpisënków akcëjô i naturë, pòdzelonô je na dzéle.	<extra_id_0> prozą, w chternej <extra_id_1>
Je <extra_id_0> naszi erë (pò narodzenim Christusa), 983. rok pierszégò tësąclecégò, 83. rok X stolatégò, 3. rok 9-égò dzesãcolecô X stolatégò.	<extra_id_0> to 983 rok <extra_id_1>
Nawetka môłé mogą próbòwac nawijac, bò to <extra_id_0> żebë czwiczec pôlce.	<extra_id_0> je dobre zajãce <extra_id_1>
Richard <extra_id_0> gòdnika w Cannes – francusczé ùtwórca i multiinstrumentalista, akòrdionista-wirtuoz.	<extra_id_0> Galliano (ùr. 12 <extra_id_1>
Jesz w połwie XIX stalat lësowatô kania ùznôwónô bëła za jeden z wielnëch gatënków <extra_id_0> chòc ji wielnota zacza spôdac ju w XVIII stalatach.	<extra_id_0> drapcowatëch ptôchów Pòlsce, <extra_id_1>
W òbéńdze szôłtëstwa pòłożoné sã <extra_id_0> Brinczi ë Rekòwsczé Pùstczi.	<extra_id_0> mniészé kòlonie: Bòrë, <extra_id_1>
Òd 1821 rokù béła to chôłmińskô diecezëjô ze <extra_id_0> garcu.	<extra_id_0> stolëcą w tim <extra_id_1>
Religijô to systema wierzeniów ë praktików, òpisëwôjącëch sparłączenié człowieka z wszelejakò <extra_id_0> ë sferą bòską.	<extra_id_0> rozmióną sferą swiãtoscë <extra_id_1>
Jidzenié <extra_id_0> i dosc wytrzymale.	<extra_id_0> pòkraczno, lecënk Chuck <extra_id_1>
Jakno organizacëja midzënôrodnô <extra_id_0> gòdnika 2009 rokù.	<extra_id_0> funkcjonëje òd 1 <extra_id_1>
Wikszosc filmów, <extra_id_0> zôczątkù XXI-gò stolatô je farwnô ë ze zwãkòwą stegną.	<extra_id_0> jaczé pòwstôwają na <extra_id_1>
Ni mòże téż <extra_id_0> trzech kroków trzëmającë balã.	<extra_id_0> wëkònac wiãcy jak <extra_id_1>
Robòta je wikszô, czej wëkònëje jã wikszô <extra_id_0> (drëga) je wikszé.	<extra_id_0> sëła, abò przesëniãcé <extra_id_1>
Młodszé juniorczi i juniorczi mają <extra_id_0> ùłożënk, a seniorczi (klasa méstrów) 2 ùłożënczi.	<extra_id_0> do pòkôzaniô 1 <extra_id_1>
Kùrzélc abò ptôszni jastrzib (Accipiter gentilis) <extra_id_0> wiôldżi ptôch z rodzëznë jastrzibòwatëch (Accipitridae).	<extra_id_0> – to je <extra_id_1>
Tim spòsobã zrzesznica twòrzi wiôlgą bùdacëja, na chtërny blós tam <extra_id_0> niezamieszkóné srąbë, żëją kòralowce.	<extra_id_0> sam, dze są <extra_id_1>
Ògardowi szmùlk (Helix pomatia) <extra_id_0> smôrszcz z rodzëznë smôrszczowatëch (Helicidae).	<extra_id_0> - to je <extra_id_1>
Regionalné <extra_id_0> w Brukselë mòże pòmòc przë tim, żebë nie zabôcziwac ò kaszëbsczi spôdkòwiznie z ji apartną kùlturą, jãzëkã i rodą.	<extra_id_0> Bióro Wòjewództwa Pòmòrsczégò <extra_id_1>
Smãtôrz Słowińców to je cerkwiszcze, na chtërnym czedës <extra_id_0> i Słowińcków.	<extra_id_0> bëłë pògrzébë Słowińców <extra_id_1>
Béł <extra_id_0> lata.	<extra_id_0> tam dwa <extra_id_1>
W dodomach – nôczãszczi <extra_id_0> òknach – òstawiô darënczi.	<extra_id_0> w bótach na <extra_id_1>
Trasianka pòwstała w wënikù wëmiészaniô dialektowégò biôłorusczégò jãzëkã z wespółczasnym rusczim jãzëkã <extra_id_0> przemikac nawetka do pùblicysticzi.	<extra_id_0> lëteracczim i zaczinô <extra_id_1>
Dzysô òwczôrz <extra_id_0> zabôczonym warkã.	<extra_id_0> je tu dosc <extra_id_1>
David <extra_id_0> (ùr.	<extra_id_0> Jude Heyworth Law, <extra_id_1>
Je pòmalny w <extra_id_0> chùtczi ani ùwinny.	<extra_id_0> rëchach, nie je <extra_id_1>
Òstałë <extra_id_0> mezozojowi òrogenezë.	<extra_id_0> òne zrobioné òbczas <extra_id_1>
Drobnolëstnô <extra_id_0> Mill.) – to je drzéwiã z rodzëznë lëpowatëch.	<extra_id_0> lëpa (Tilia cordata <extra_id_1>
Wòda miała <extra_id_0> czarzënie, òsoblëwò wiôlgônocnô i swiãconô na Trzech Królów, bò òna czëszcza.	<extra_id_0> wôżną rolą w <extra_id_1>
Potemu udôł sę do Efezu, <extra_id_0> jesz biskup Papiôsz, kòle 96/97 r.	<extra_id_0> dze potkôł go <extra_id_1>
Do <extra_id_0> 113 dniów.	<extra_id_0> kùńca roku je <extra_id_1>
W Pòlsce spòtikô sã krãdżi z <extra_id_0> perzinkã jinёch konstrukcёjach.	<extra_id_0> czasu rzimsczégò ò <extra_id_1>
Z karna aùtorów AJK wëwòdzy sã téż wôżnô <extra_id_0> Pòpòwskô-Tabòrskô.	<extra_id_0> badérka kaszëbiznë Hanna <extra_id_1>
To, co <extra_id_0> kłedlë razã z darënkama zrëchtowónyma z metalu (żelazła abò bronzë) i keramiczi do grobù.	<extra_id_0> pò nim òstało, <extra_id_1>
W karnie „Mòdrôczi” Natalia sã <extra_id_0> skrzëpkach, spiewac i wëstãpòwac na binie.	<extra_id_0> ùczëła grac na <extra_id_1>
Ametist <extra_id_0> mineral.	<extra_id_0> - to je <extra_id_1>
Jegò <extra_id_0> na zasadach samòsprôwnotë.	<extra_id_0> òbéńda je sprôwionô <extra_id_1>
Smierc <extra_id_0> nalezlë m. jin.	<extra_id_0> w lagrze Stutthof <extra_id_1>
Ceplëzna terenu <extra_id_0> −183 °C do 427 °C.	<extra_id_0> kòlibie sã òd <extra_id_1>
Gòdzynka sédemkropka składô żôłté, òwalné <extra_id_0> kòl 40 szt. na rozmajitëch czãscach roscënów, chtërne òstałé zaatakòwóné przez mszëce.	<extra_id_0> jaja w lëczbie <extra_id_1>
W spòleznie z nim je <extra_id_0> nim zrzeszonych.	<extra_id_0> kòlegium biskùpów z <extra_id_1>
W òbéńdze <extra_id_0> mniészé kòlonie: Òstowò, Sarnowkò.	<extra_id_0> szôłtëstwa pòłożoné sã <extra_id_1>
Bôjka <extra_id_0> pòùkã.	<extra_id_0> kuńczy sã <extra_id_1>
W pòłowie 70 <extra_id_0> blizë.	<extra_id_0> latów ùnowiono ùszëkòwanié <extra_id_1>
W Wilnie aktiwnô je stowôra Wilno Heritage Society <extra_id_0> mô za cél ùchòwanié kaszëbsczi ë pòlsczi kùlturë.	<extra_id_0> (pòzarządowô òrganizacja), chtërna <extra_id_1>
Wierã wszëtcë długò żdają na cepliszé zymkòwé <extra_id_0> lëdzama wiele redotë ë ùcechë?	<extra_id_0> dnie, chtërne dôwają <extra_id_1>
Czedës <extra_id_0> cesla.	<extra_id_0> béł òkrãtowi <extra_id_1>
Kòreja zwóna je "Hanguk" (한국; 韓國) <extra_id_0> a "Chosŏn" (조선; 朝鮮) w Nordowi.	<extra_id_0> w Pôłniowi Kòreji <extra_id_1>
Tikô sã to òsoblëwie nôtërë (np. ùczestnienié słuńca; wëòbrazënk ë <extra_id_0> mrozu).	<extra_id_0> miona wiatru i <extra_id_1>
To spiéwné karno <extra_id_0> lëdzy.	<extra_id_0> liczëło strzédno 30–40 <extra_id_1>
Sztôłt <extra_id_0> w pałąg, gwëstnô na biôtkô kònnô.	<extra_id_0> mjiała letkô wëdżãtô <extra_id_1>
Diôbli ògón abò jurk abò <extra_id_0> syn.	<extra_id_0> brëm (Sarothamnus scoparius <extra_id_1>
Zło nieszkódnym ùdostôwało sã przez <extra_id_0> swiãtojańsczé ògniszcze.	<extra_id_0> swiãty wid, czë <extra_id_1>
Francëszk <extra_id_0> - wòlny, człowiek wòlno ùrodzóny.	<extra_id_0> miono germańsczé Frank <extra_id_1>
Wëstãpùje w <extra_id_0> Azji.	<extra_id_0> Eùropie, Afryce Nordòwi, <extra_id_1>
Jich klôsztor béł <extra_id_0> Lëzbònë.	<extra_id_0> na òbremienim miasta <extra_id_1>
Cãżkò je òkreslëc czas stwòrzeniô didgeridoo, le pòwszechné je stwierdzenié, że je to nôstarszô <extra_id_0> swiece.	<extra_id_0> jinstrumenta mùzicznô na <extra_id_1>
Òn <extra_id_0> w turistice.	<extra_id_0> je brëkòwóny np. <extra_id_1>
Psy <extra_id_0> L.) – to je ôrt môłégò zwierza z rzãdu Ixodida.	<extra_id_0> klészcz (Ixodes ricinus <extra_id_1>
W starożëtnym <extra_id_0> òznôczało strënã.	<extra_id_0> sanskrice słowò 'tar' <extra_id_1>
W 1942 <extra_id_0> kònspiracëjny Dëchòwny Seminarëji.	<extra_id_0> rokù wstąpił do <extra_id_1>
Niechtërné <extra_id_0> katolëcë.	<extra_id_0> cerkwie mają òbjãté <extra_id_1>
Zwëczajno distribùcëje instalowóne są na cwiardi <extra_id_0> dô téż taczé, jaczé mòże zrëszëc prosto z CD czë téż disczétczi (np. Knoppix czë Pocket Linux).	<extra_id_0> place kòmpùtra, chòc <extra_id_1>
To <extra_id_0> Kònôrzënë.	<extra_id_0> je sedzba gminë <extra_id_1>
Procëmnô - ja piãknô, mô <extra_id_0> sygają jaż do nogów.	<extra_id_0> smùkłé cało, klatë <extra_id_1>
Banowiszcze - to <extra_id_0> dlô banowëch pasażérów.	<extra_id_0> je przédny bùdink <extra_id_1>
Tu mieszkô <extra_id_0> a òni gôdają wepsczim jãzëkiem.	<extra_id_0> kòl 1200 Wepsów, <extra_id_1>
Je to 1919 rok naszi erë (pò narodzenim Christusa), 919. rok drëdżégò tësąclecô, 19. rok XX <extra_id_0> 2-égò dzesãcolecô XX stolatégò.	<extra_id_0> stolatégò, 9. rok <extra_id_1>
Przez dekadã 2007-2017 mają zrealizowóné <extra_id_0> zòrganizowóné cziledzesąt rozegracjów.	<extra_id_0> 22 projechtë i <extra_id_1>
Darłowskô bliza <extra_id_0> niéżëczny wiodrowé leżnosce.	<extra_id_0> wëstawionô je na <extra_id_1>
W Kôrlëkòwie pò zakùńczenim I swiatowi wòjnë <extra_id_0> béł szôłtësã.	<extra_id_0> òn krótczi czas <extra_id_1>
W kaszëbsczim jãzëkù <extra_id_0> ë "Rozalka" (2004).	<extra_id_0> òpùblikòwôł: "Magda" (2004) <extra_id_1>
Tu w <extra_id_0> 149 lëdzy.	<extra_id_0> 2008 rokù mieszkało <extra_id_1>
Na <extra_id_0> są pòd pòzwą kreple.	<extra_id_0> Sląskù pùrclë znóny <extra_id_1>
To <extra_id_0> gard.	<extra_id_0> béł wôżny hanzeatycczi <extra_id_1>
To je rezerwat biosferë Òrganizacje Zjednónëch <extra_id_0> Pòùczënë, Ùczbë ë Kùlturë (UNESCO).	<extra_id_0> Nôrodów do sprawów <extra_id_1>
Bukhan ("Nordowi Han"; <extra_id_0> òglowé miono westrzód mieszkańców Pôłniowi Kòreji na krôj sąsadów.	<extra_id_0> 북한; 北韓) to <extra_id_1>
Bëło tak nimò ùległoscë niechtërnëch biskùpów, <extra_id_0> znajomòscë pòlsczégò czë kaszëbsczégò jãzëka – z rodowiznë Miemcama.	<extra_id_0> bãdącëch – przë <extra_id_1>
Môrcën Lëter (miem. Martin Luther) (1483 - 1546) <extra_id_0> zôkònnikã, a pòtemù przédnym refòrmatorã, ni leno dlô Miemców, ale w swiece.	<extra_id_0> - béł miemiecczim <extra_id_1>
Je to 1735 rok naszi erë (pò narodzenim Christusa), 735. rok drëdżégò tësąclecô, 35. rok XVIII <extra_id_0> 4-égò dzesãcolecô XVIII stolatégò.	<extra_id_0> stolatégò, 5. rok <extra_id_1>
Je to 1886 rok naszi erë (pò narodzenim Christusa), 886. rok drëdżégò tësąclecô, 86. <extra_id_0> 6. rok 9-égò dzesãcolecô XIX stolatégò.	<extra_id_0> rok XIX stolatégò, <extra_id_1>
Wejherowo <extra_id_0> ; Poznań : Prowincja św.	<extra_id_0> : Urząd Miasta <extra_id_1>
Lasowô niezabôtka (Myosotis sylvatica Ehrh. ex Hoffm.) <extra_id_0> ôrt roscënë z rodzëznë wòdrôkòwatëch (Boraginaceae).	<extra_id_0> - to je <extra_id_1>
Johann Wolfgang von Goethe – miemiecczi pòeta przełomù XVIII i XIX wiekù i jedén z nôbarżi <extra_id_0> swiatowi, dramaturg, prozaik, ùczony, politik.	<extra_id_0> znaczących w skali <extra_id_1>
Do <extra_id_0> 137 dniów.	<extra_id_0> kùńca roku je <extra_id_1>
Òbczas <extra_id_0> z klawiatur mòżna kòrzëstac z głosów, jaczi są przëpòrządkòwóny do jinszi klawiaturë (abò do czilka jinszëch klawiaturów narôz).	<extra_id_0> grë na jedny <extra_id_1>
Je to 903 rok naszi erë (pò narodzenim Christusa), 903. rok pierszégò tësąclecégò, 3. rok X stolatégò, 3. <extra_id_0> X stolatégò.	<extra_id_0> rok 1-égò dzesãcolecô <extra_id_1>
Wëstãpùjąc w tëch <extra_id_0> òne òd lëdzy i nawetka wëkaziwają dobrą rozrodzeniową mòżnotã.	<extra_id_0> regiónach, nie stronią <extra_id_1>
Òn <extra_id_0> jin.	<extra_id_0> je laureatã m. <extra_id_1>
Rëbôcë ùwôżają chałëpnika szkòdnikã, <extra_id_0> wëjôdô „dobrą rëbã”.	<extra_id_0> bez to, że <extra_id_1>
Kudowa-Zdrój - je gardã w <extra_id_0> wòjewództwò.	<extra_id_0> Pòlsce, w dólnoszląsczé <extra_id_1>
Larwë wëkluwają sã z <extra_id_0> zniosła w wòskòwëch kòmórkach wãdzë.	<extra_id_0> jôj, chtërne matka <extra_id_1>
Za drëgą na swiece, a pierszą w <extra_id_0> Kònstitucjô 3 Maja.	<extra_id_0> Europie, ùznôwô sã <extra_id_1>
Równoznaczëzną <extra_id_0> "što".	<extra_id_0> słowa "co" je <extra_id_1>
Deklaracjã Schumana pòdpiselë 9 maja 1950 rokù - dlô ùpamiãtnieniô tegò dnia <extra_id_0> jakò Dzéń Europë.	<extra_id_0> 9 maja òbchòdzymë <extra_id_1>
Do <extra_id_0> tu téż gaz.	<extra_id_0> ùsmiercaniô lëdzy służił <extra_id_1>
Kaszëbskô mòwa mô <extra_id_0> całé karno wësłôwów, np.	<extra_id_0> na jich pòzwanié <extra_id_1>
Żałobny mùsznik (Ficedula hypoleuca) - to je <extra_id_0> z rodzëznë mùsznikòwatëch (Muscicapidae).	<extra_id_0> môłi wanożny ptôch <extra_id_1>
Wôrt je <extra_id_0> ùlëbników.	<extra_id_0> wspòmniec ò òrganizacëji <extra_id_1>
Wòjcecha - biskùpa - bëła w <extra_id_0> organizacjô kòscelnô (w 1000 rokù).	<extra_id_0> tich stronach ùtwòrzonô <extra_id_1>
W 75 rokù p.n.s., trzëz nich ùpôdłë, le blós <extra_id_0> rzãdama Chin do 313 rokù n.s.	<extra_id_0> jednô òsta pòd <extra_id_1>
Wespółzgrôwôłe <extra_id_0> ë wòjskòwëch môlach.	<extra_id_0> òne w ekonomiowëch <extra_id_1>
Krãcëszk <extra_id_0> chmùrë jaż do zemi.	<extra_id_0> sygô òd niejedny <extra_id_1>
Gardë Czech, chtërne mają <extra_id_0> 000 lëdzy.	<extra_id_0> wiãcy jak 50 <extra_id_1>
Pierre ùmarł tragicznie w wypadkù na <extra_id_0> rokù 1906.	<extra_id_0> parizczej szasie w <extra_id_1>
Kwiatostanem ówsa je <extra_id_0> 10 – 30 cm.	<extra_id_0> wiécha ò dłùgòscë <extra_id_1>
Westrzódka kôrtowëch grów <extra_id_0> a téż hulla.	<extra_id_0> widzałé są minhato <extra_id_1>
Bòdôj béł kòl ni janiôł i pòmôgôł ji <extra_id_0> sztótach.	<extra_id_0> w tëch drãdżëch <extra_id_1>
Marta na to <extra_id_0> wierzã w to, że të jes Sënã Bòga.	<extra_id_0> rzekła: Jô baro <extra_id_1>
Bzdëcha <extra_id_0> to je roscëna z rodzëznë astrowatëch (Asteraceae).	<extra_id_0> (Artemisia campestris) – <extra_id_1>
Je to 1743 rok naszi erë (pò narodzenim Christusa), 743. rok drëdżégò tësąclecô, 43. rok XVIII <extra_id_0> 5-égò dzesãcolecô XVIII stolatégò.	<extra_id_0> stolatégò, 3. rok <extra_id_1>
Kònefka béł przëczińca i òrganizatorã <extra_id_0> spòdleczny w Starzënië.	<extra_id_0> bùdowë sétmëklasowi szkòłë <extra_id_1>
Wikszi cząd miemiecczich mieszkańców òstôł wëwieziony za <extra_id_0> Przédnich Pòmrów ùrosło dwùkrotno Buchholz, W. (red.), Pommern.	<extra_id_0> Òdrã, temù zalëdzenié <extra_id_1>
Dwa razë dobéł nôdgrodã Złotëch <extra_id_0> na Festiwalu Pòlsczich Filmów Fabùlarnëch w Gdini (Pręgi, Rewers) a téż Bruny Żabë na Camerimage (Rewers).	<extra_id_0> Lwów za òdjimczi <extra_id_1>
Ta wërosła baro wësok i je <extra_id_0> trzej chłopi ni mògą ji òbłapic.	<extra_id_0> grëbô tak, że <extra_id_1>
Je to 1418 rok naszi erë (pò narodzenim Christusa), 418. rok drëdżégò tësąclecô, 18. <extra_id_0> 8. rok 2-égò dzesãcolecô XV stolatégò.	<extra_id_0> rok XV stolatégò, <extra_id_1>
Nôbarżi słonecznym i <extra_id_0> môj.	<extra_id_0> sëchim miesącã je <extra_id_1>
Je to skòk <extra_id_0> chtëren prowadzy do nowégò, dëcht wësok chòroscoùtwórczégò szczépù wirusowégò, jaczégò ni mòże złapac nasz òdpòrnoscowi ùkłôd.	<extra_id_0> w ewòlucji wirusa, <extra_id_1>
Jak zôs przëznała <extra_id_0> pò starkù znikłë razã z badérama jegò żëcégò”, co nawpół dolmaczi brak cénôwòwsczégò mùzeùmù.	<extra_id_0> jegò òtroczka, „wdôrë <extra_id_1>
Astronomòwi lato zaczinô <extra_id_0> przemòdżi dnia z nocą.	<extra_id_0> są òd latny <extra_id_1>
Prof. dr Jurk Hinz sã tu ùrodzyl, a dr <extra_id_0> ze Serakòjcama zrzeszony.	<extra_id_0> Marión Jelińsczi je <extra_id_1>
Mińtus (Lota lota) - to je <extra_id_0> pòmùchlowatëch.	<extra_id_0> rëba z rodzëznë <extra_id_1>
Je to 862 rok naszi erë <extra_id_0> 862. rok pierszégò tësąclecégò, 62. rok IX stalatégò, 2. rok 7-égò dzesãcolecô IX stalatégò.	<extra_id_0> (pò narodzenim Christusa), <extra_id_1>
Pòlarny lës (Vulpes lagopus) - <extra_id_0> suska z rodzëznë psowatëch (Canidae).	<extra_id_0> to je ôrt <extra_id_1>
Czedës na łąkach kòl <extra_id_0> bekasa.	<extra_id_0> błotów beło czëc <extra_id_1>
Je <extra_id_0> turistów.	<extra_id_0> zamkłô dlô <extra_id_1>
Lubi zemie bokadne w <extra_id_0> próchniczne.	<extra_id_0> minerałe i sredniô <extra_id_1>
Smëdlës <extra_id_0> rãczné nôrzãdło, chtërno lëdze brëkùją czasã np. do skòbleniô drewna.	<extra_id_0> – to je <extra_id_1>
Jakno <extra_id_0> czile parafiach.	<extra_id_0> wikari béł w <extra_id_1>
Wãbórk <extra_id_0> chwët.	<extra_id_0> mô pałągòwaty <extra_id_1>
Ji kwiatë są wiele <extra_id_0> w lopkach.	<extra_id_0> razy pò 3 <extra_id_1>
Òn mô swój <extra_id_0> rokù.	<extra_id_0> pòczątk w 1260 <extra_id_1>
Drzewa lëstowaté <extra_id_0> zëmã.	<extra_id_0> gùbią lëstë na <extra_id_1>
Żëwi pòlipë <extra_id_0> farwòtã.	<extra_id_0> mają czãsto bòkadną <extra_id_1>
W hewòtnym rokù <extra_id_0> gregòriańsczégò kalãdôrza wënôszała 10 dni.	<extra_id_0> rozeszłosc juliańsczégò i <extra_id_1>
Ditrich <extra_id_0> chtërno brëkùją czasã np.	<extra_id_0> – rãczné nôrzãdło, <extra_id_1>
Do kùńca <extra_id_0> dniów.	<extra_id_0> roku je 84 <extra_id_1>
Sydón <extra_id_0> abò Sajda; arab.	<extra_id_0> (téż Sidon, Zidon <extra_id_1>
Tèż tu w kòscele probòszczem òd <extra_id_0> ks.	<extra_id_0> 1978 rokù béł <extra_id_1>
Ùczba je całownotą ùsystematizowóny, lëdzczi wiedzbë, jakô mòże bëc <extra_id_0> werifikòwónô.	<extra_id_0> wielerazowò empiriczno (dokôzama) <extra_id_1>
Słowiańsczé <extra_id_0> jãzëczi.	<extra_id_0> <extra_id_1>
Równak to sã nie <extra_id_0> zachòrzôł i mùszôł przińc nazôt do òjczëznë.	<extra_id_0> dało, bo cãżkò <extra_id_1>
Mahòmetanizm <extra_id_0> religią.	<extra_id_0> je tu państwòwą <extra_id_1>
Cantharellus <extra_id_0> Heinem.	<extra_id_0> cibarius var. latifolius <extra_id_1>
Siebmacher (1866) <extra_id_0> Szemrejce na Kaszëbach (Schimmerwitz in Kassuben).	<extra_id_0> napisôł ò nich <extra_id_1>
Pisôł ò tim biskùpie i jegò misji <extra_id_0> (XII stalaté).	<extra_id_0> miemiecczi mnich Herbòrd <extra_id_1>
Òn jednak <extra_id_0> sã ùrodzył, żił i robiił.	<extra_id_0> òstôł tam, gdze <extra_id_1>
Lëbiszk (Levisticum officinale) - to <extra_id_0> z rodzëznë zelerowatëch.	<extra_id_0> je wielelatnô roscëna <extra_id_1>
Nordowô Kòreja òficjalno rozpòmionëjë pòlitikã samòòbstojenia (Juche), równak baro <extra_id_0> pòmòcë z Chin, Rùsczi, Pôłniowi Kòreji ë ÒZN.	<extra_id_0> mòcno zanôlégô òd <extra_id_1>
Licencëjô GNU FDL (Free Documentation License) je licencëją kategorëji copyleft dlô <extra_id_0> (nie np.	<extra_id_0> dokumentów wolny dokùmentacëji <extra_id_1>
Wiôldżi cësk na jegò sztél miele John Lee Hooker, Lightnin' <extra_id_0> Waters.	<extra_id_0> Hopkins ë Muddy <extra_id_1>
Jeden le janiół, chtëren òdmówiôł służbë Bògù to <extra_id_0> diôbłã.	<extra_id_0> Iblis zwôné też <extra_id_1>
Je to 859 <extra_id_0> (pò narodzenim Christusa), 859. rok pierszégò tësąclecégò, 59. rok IX stalatégò, 9. rok 6-égò dzesãcolecô IX stalatégò.	<extra_id_0> rok naszi erë <extra_id_1>
Òna <extra_id_0> swiatową wòjną.	<extra_id_0> bëła przed I <extra_id_1>
Przë <extra_id_0> dzejô dzecné fòlkloristiczné karno „Mùlczi”	<extra_id_0> szkòle w Miszewie <extra_id_1>
Òd 1935 rokù <extra_id_0> Warszawsczim Ùniwersytece.	<extra_id_0> sztudérowôł pòlaszëznã na <extra_id_1>
Michał <extra_id_0> (ùr.	<extra_id_0> Nawka - <extra_id_1>
Céza - ôrt secé do <extra_id_0> dnie np.	<extra_id_0> łowienô rëbów przë <extra_id_1>
Nôstôrszé wòjewództwa pòwstôwałë <extra_id_0> i XV stolata.	<extra_id_0> ù przełómaniégò XIV <extra_id_1>
Wyrôstô do 120 cm, mô <extra_id_0> rozgajdóné łodidżi i dłoniasté lëstë.	<extra_id_0> sztiwné, grëbé, miãsёsté, <extra_id_1>
Kaszëbizną zajinteresowóny bëlë czesczi ùczałi we Wrocławiu – František <extra_id_0> Jan Evangelista Purkyně.	<extra_id_0> Ladislav Čelakovský i <extra_id_1>
Z ùbiwaniém lat klédowô móda sã zmieniwała, <extra_id_0> sztofù, módë, brëkòwnotë i wëgòdë.	<extra_id_0> zanôlégało to òd, <extra_id_1>
W <extra_id_0> sã przed Miemcama ks.	<extra_id_0> ti wsë tacył <extra_id_1>
Ògardowi lëpin <extra_id_0> skrzëżowaniô rozmaitich zortów.	<extra_id_0> pòwstôł we wёniku <extra_id_1>
Skarszewy, <extra_id_0> miem.	<extra_id_0> <extra_id_1>
Jakùb <extra_id_0> Młodszi).	<extra_id_0> Starszi i <extra_id_1>
Nié wszëtczé zachë dało do kùpieniô <extra_id_0> na nie dëtków.	<extra_id_0> abò nie bëło <extra_id_1>
Płota <extra_id_0> Plote 1277, Plate, Plathe, Platow 1632; pòl.	<extra_id_0> (we zdrojach: *Płota, <extra_id_1>
Je to 1746 rok naszi erë (pò narodzenim Christusa), 746. rok drëdżégò tësąclecô, 46. rok XVIII stolatégò, 6. <extra_id_0> XVIII stolatégò.	<extra_id_0> rok 5-égò dzesãcolecô <extra_id_1>
Czãsto łączono <extra_id_0> rёsznotą druidów leno to nie je ùdowodnioné.	<extra_id_0> jistnienié krãgów z <extra_id_1>
Z wiekã przëchôdô ùtrata mùskòwëch kòmórków, letëchny spôdk intelektualny (np. psychòrëchòwé spòmalenié) czë <extra_id_0> pamiãcë.	<extra_id_0> jiscba na fùnksnérowanié <extra_id_1>
Wicy <extra_id_0> na nôbòżéństwa i mòdlëtwë.	<extra_id_0> czasu przeznôczało sã <extra_id_1>
Krwawnik <extra_id_0> mineral.	<extra_id_0> - to je <extra_id_1>
Òn skùńcził sztudérowanié medicynë w Berlënie, <extra_id_0> lékôrz i miôł nawetka patent na lék „Dentipurol”.	<extra_id_0> a béł praktikòwny <extra_id_1>
Są <extra_id_0> akrobaticznëch taleńtów.	<extra_id_0> znóné z wiôldżich <extra_id_1>
W stëcznikù <extra_id_0> òsta kòl niégò rewizjô ë wezwóno gò na przesłëchanié.	<extra_id_0> 1846 r. przeprowadzonô <extra_id_1>
Jegò pòwiôstczi są – òglowò rzec - wiôlgą wëchwałą <extra_id_0> ë gbùrsczégò etosu.	<extra_id_0> żëcô na wsë <extra_id_1>
Jakno wërôbiôrz wëstôwił w 1956 na Broadwayu przedstôwk The <extra_id_0> Pussycat.	<extra_id_0> Owl and the <extra_id_1>
